,tau,number_of_Ase1,number_of_Ase1_norm,velocity,t,event,trace,trace_count,timepoint
0,5.3685,7.5456,195.23,,0.0,1.0,0.0,1.0,0.0
1,,,,,2.449,1.0,0.0,1.0,1.0
2,,,,,4.914,1.0,0.0,1.0,2.0
3,,,,,7.379,1.0,0.0,1.0,3.0
4,315.84,17.913,233.83,70.956,9.828,1.0,0.0,1.0,4.0
5,249.36,32.861,334.71,172.37,12.293,1.0,0.0,1.0,5.0
6,,,,,0.0,1.0,1.0,2.0,0.0
7,,,,,,1.0,1.0,2.0,1.0
8,181.16,4.0018,87.206,,2.48,1.0,1.0,2.0,2.0
9,189.48,8.5116,183.52,122.23,8.533,1.0,1.0,2.0,3.0
10,153.93,5.6432,100.91,170.45,11.029,1.0,1.0,2.0,4.0
11,265.18,12.861,153.69,196.58,13.478,1.0,1.0,2.0,5.0
12,346.13,15.824,187.3,135.54,15.943,1.0,1.0,2.0,6.0
13,277.24,27.532,283.07,141.17,18.377,1.0,1.0,2.0,7.0
14,242.42,22.419,206.43,108.32,20.841,1.0,1.0,2.0,8.0
15,,,,,0.0,2.0,2.0,1.0,0.0
16,304.43,9.0844,128.78,,2.995,2.0,2.0,1.0,1.0
17,5.245,12.717,127.63,123.82,5.46,2.0,2.0,1.0,2.0
18,212.95,2.1157,20.36,46.618,7.894,2.0,2.0,1.0,3.0
19,,,,,10.852,2.0,2.0,1.0,4.0
20,312.51,27.398,188.76,197.0,12.792,2.0,2.0,1.0,5.0
21,151.8,17.809,120.34,87.809,15.302,2.0,2.0,1.0,6.0
22,118.45,28.171,181.18,75.382,17.737,2.0,2.0,1.0,7.0
23,,,,,0.0,2.0,3.0,2.0,0.0
24,5.3722,9.02,185.98,,2.402,2.0,3.0,2.0,1.0
25,5.3005,13.15,182.67,68.493,5.52,2.0,3.0,2.0,2.0
26,89.843,21.792,227.45,114.11,8.47,2.0,3.0,2.0,3.0
27,64.637,26.781,211.84,187.34,10.296,2.0,3.0,2.0,4.0
28,335.31,23.834,164.88,117.68,12.745,2.0,3.0,2.0,5.0
29,159.41,23.206,148.6,97.18,15.21,2.0,3.0,2.0,6.0
30,,,,,0.0,3.0,4.0,1.0,0.0
31,,,,,2.433,3.0,4.0,1.0,1.0
32,84.536,15.202,160.53,,4.882,3.0,4.0,1.0,2.0
33,50.099,21.717,233.71,186.13,7.316,3.0,4.0,1.0,3.0
34,81.899,13.575,151.74,113.45,10.779,3.0,4.0,1.0,4.0
35,323.43,13.327,158.75,176.9,13.244,3.0,4.0,1.0,5.0
36,301.71,18.383,202.1,125.57,15.631,3.0,4.0,1.0,6.0
37,203.6,21.17,209.55,127.99,18.08,3.0,4.0,1.0,7.0
38,76.823,30.825,320.84,128.43,20.514,3.0,4.0,1.0,8.0
39,103.99,22.42,240.65,52.498,22.963,3.0,4.0,1.0,9.0
40,154.62,19.025,216.27,80.492,25.428,3.0,4.0,1.0,10.0
41,243.24,13.724,170.15,113.83,27.846,3.0,4.0,1.0,11.0
42,,,,,,3.0,4.0,1.0,12.0
43,271.93,12.644,179.74,160.71,30.295,3.0,4.0,1.0,13.0
44,202.15,2.9137,36.359,128.66,36.426,3.0,4.0,1.0,14.0
45,245.78,7.5383,93.823,110.25,38.844,3.0,4.0,1.0,15.0
46,468.52,5.3535,61.672,71.012,41.324,3.0,4.0,1.0,16.0
47,417.4,22.392,239.07,145.22,43.82,3.0,4.0,1.0,17.0
48,986.66,17.684,188.41,79.314,46.254,3.0,4.0,1.0,18.0
49,848.53,17.188,180.75,66.052,49.306,3.0,4.0,1.0,19.0
50,470.13,30.68,339.81,159.33,51.121,3.0,4.0,1.0,20.0
51,370.4,28.151,304.14,109.09,53.57,3.0,4.0,1.0,21.0
52,259.84,22.038,223.05,114.21,56.035,3.0,4.0,1.0,22.0
53,269.68,22.431,210.43,85.958,58.469,3.0,4.0,1.0,23.0
54,4.9939,2.7111,145.34,,0.0,3.0,5.0,2.0,0.0
55,168.83,5.6054,137.2,54.475,2.69,3.0,5.0,2.0,1.0
56,395.01,3.2677,33.737,159.09,4.914,3.0,5.0,2.0,2.0
57,126.55,26.868,266.26,160.34,7.363,3.0,5.0,2.0,3.0
58,145.93,26.597,245.05,90.414,9.812,3.0,5.0,2.0,4.0
59,316.74,21.677,190.51,48.417,12.231,3.0,5.0,2.0,5.0
60,187.71,24.998,221.61,73.172,14.68,3.0,5.0,2.0,6.0
61,278.2,32.588,291.24,45.877,17.082,3.0,5.0,2.0,7.0
62,428.45,40.768,409.57,66.138,20.2,3.0,5.0,2.0,8.0
63,186.12,34.41,322.81,203.5,23.15,3.0,5.0,2.0,9.0
64,130.1,3.2282,41.046,,0.0,3.0,6.0,3.0,0.0
65,89.476,2.4752,30.725,35.786,2.449,3.0,6.0,3.0,1.0
66,319.93,11.76,141.31,161.33,4.883,3.0,6.0,3.0,2.0
67,156.29,22.754,241.21,170.53,7.332,3.0,6.0,3.0,3.0
68,181.76,18.254,212.11,110.29,9.765,3.0,6.0,3.0,4.0
69,239.13,5.6435,55.484,189.59,12.408,3.0,6.0,3.0,5.0
70,46.188,29.381,318.51,171.08,14.679,3.0,6.0,3.0,6.0
71,70.724,20.068,246.07,49.145,17.129,3.0,6.0,3.0,7.0
72,252.65,20.799,284.13,75.114,19.562,3.0,6.0,3.0,8.0
73,772.57,32.439,470.65,45.495,22.62,3.0,6.0,3.0,9.0
74,,,,,25.054,3.0,6.0,3.0,10.0
75,339.13,31.047,403.77,210.52,27.518,3.0,6.0,3.0,11.0
76,177.89,30.095,357.53,144.27,29.936,3.0,6.0,3.0,12.0
77,,,,,0.0,4.0,7.0,1.0,0.0
78,,,,,2.433,4.0,7.0,1.0,1.0
79,558.06,7.0508,86.484,,4.867,4.0,7.0,1.0,2.0
80,119.07,21.538,228.17,184.6,7.316,4.0,7.0,1.0,3.0
81,80.374,19.813,199.22,184.77,9.781,4.0,7.0,1.0,4.0
82,329.26,6.2444,66.701,139.03,12.839,4.0,7.0,1.0,5.0
83,254.34,13.288,138.72,223.02,15.288,4.0,7.0,1.0,6.0
84,162.34,33.513,332.25,176.92,17.721,4.0,7.0,1.0,7.0
85,307.75,37.121,365.49,108.07,20.171,4.0,7.0,1.0,8.0
86,156.23,32.324,340.05,182.61,22.604,4.0,7.0,1.0,9.0
87,117.16,33.252,351.02,129.51,25.053,4.0,7.0,1.0,10.0
88,134.53,30.715,271.05,123.02,27.503,4.0,7.0,1.0,11.0
89,103.19,31.863,273.49,137.51,29.952,4.0,7.0,1.0,12.0
90,158.47,38.927,304.33,83.768,32.88,4.0,7.0,1.0,13.0
91,192.39,38.358,279.64,102.23,34.835,4.0,7.0,1.0,14.0
92,236.59,69.234,532.78,83.872,37.799,4.0,7.0,1.0,15.0
93,198.82,67.402,548.1,77.302,40.279,4.0,7.0,1.0,16.0
94,208.94,40.044,393.49,25.377,42.744,4.0,7.0,1.0,17.0
95,309.1,21.897,240.98,74.19,45.193,4.0,7.0,1.0,18.0
96,,,,,0.0,4.0,8.0,2.0,0.0
97,56.244,8.7179,112.26,,2.17,4.0,8.0,2.0,1.0
98,181.13,15.618,257.36,213.47,4.62,4.0,8.0,2.0,2.0
99,381.81,23.173,340.97,228.96,7.069,4.0,8.0,2.0,3.0
100,170.39,40.236,444.56,220.14,9.549,4.0,8.0,2.0,4.0
101,152.09,46.793,508.88,146.54,11.998,4.0,8.0,2.0,5.0
102,171.89,31.544,368.11,134.08,14.978,4.0,8.0,2.0,6.0
103,,,,,17.427,4.0,8.0,2.0,7.0
104,,,,,0.0,5.0,9.0,1.0,0.0
105,,,,,3.301,5.0,9.0,1.0,1.0
106,97.042,8.4205,132.87,,4.898,5.0,9.0,1.0,2.0
107,87.942,4.0098,61.506,220.85,9.032,5.0,9.0,1.0,3.0
108,11.321,12.121,227.33,186.42,12.321,5.0,9.0,1.0,4.0
109,794.45,7.6554,142.66,264.48,13.915,5.0,9.0,1.0,5.0
110,5.0502,0.085207,1.2436,341.6,16.348,5.0,9.0,1.0,6.0
111,449.17,9.0567,142.27,298.22,18.829,5.0,9.0,1.0,7.0
112,344.63,15.741,223.6,247.4,21.247,5.0,9.0,1.0,8.0
113,188.46,18.084,260.0,147.59,23.696,5.0,9.0,1.0,9.0
114,,,,,0.0,5.0,10.0,2.0,0.0
115,5.0486,2.666,82.738,,2.48,5.0,10.0,2.0,1.0
116,169.28,3.8969,92.258,229.71,4.929,5.0,10.0,2.0,2.0
117,274.68,5.3778,155.46,274.77,7.379,5.0,10.0,2.0,3.0
118,1000.0,1.7406,46.625,188.07,9.828,5.0,10.0,2.0,4.0
119,170.21,5.0914,111.21,276.18,12.823,5.0,10.0,2.0,5.0
120,279.27,11.909,297.07,253.2,15.9,5.0,10.0,2.0,6.0
121,118.83,13.435,254.68,292.16,17.768,5.0,10.0,2.0,7.0
122,423.64,11.47,226.11,150.25,20.217,5.0,10.0,2.0,8.0
123,99.265,13.867,262.58,259.59,22.667,5.0,10.0,2.0,9.0
124,134.83,16.633,287.22,135.24,25.116,5.0,10.0,2.0,10.0
125,124.84,23.265,394.98,137.48,27.581,5.0,10.0,2.0,11.0
126,105.15,25.327,396.13,88.774,30.014,5.0,10.0,2.0,12.0
127,,,,,,5.0,10.0,2.0,13.0
128,108.52,23.967,390.46,53.812,32.463,5.0,10.0,2.0,14.0
129,232.63,26.837,411.67,87.963,38.594,5.0,10.0,2.0,15.0
130,646.98,17.069,203.79,119.84,41.075,5.0,10.0,2.0,16.0
131,197.65,44.926,509.86,197.91,43.524,5.0,10.0,2.0,17.0
132,130.9,49.194,588.88,116.3,45.973,5.0,10.0,2.0,18.0
133,176.27,35.088,525.76,92.257,48.422,5.0,10.0,2.0,19.0
134,300.01,27.559,462.11,102.49,50.871,5.0,10.0,2.0,20.0
135,,,,,54.07,5.0,10.0,2.0,21.0
136,,,,,55.754,5.0,10.0,2.0,22.0
137,103.07,21.779,266.91,160.01,58.219,5.0,10.0,2.0,23.0
138,277.61,9.3941,112.06,47.458,60.637,5.0,10.0,2.0,24.0
139,627.04,5.6141,64.419,58.265,63.617,5.0,10.0,2.0,25.0
140,255.84,14.254,149.94,247.97,66.05,5.0,10.0,2.0,26.0
141,528.82,25.769,316.48,93.176,68.546,5.0,10.0,2.0,27.0
142,563.17,22.532,298.68,61.703,70.995,5.0,10.0,2.0,28.0
143,332.2,32.071,446.72,119.46,73.476,5.0,10.0,2.0,29.0
144,178.01,37.921,566.67,142.12,75.956,5.0,10.0,2.0,30.0
145,281.79,31.303,484.25,46.823,78.421,5.0,10.0,2.0,31.0
146,,,,,0.0,6.0,11.0,1.0,0.0
147,,,,,2.449,6.0,11.0,1.0,1.0
148,,,,,4.882,6.0,11.0,1.0,2.0
149,,,,,7.378,6.0,11.0,1.0,3.0
150,103.64,3.4413,46.92,,9.859,6.0,11.0,1.0,4.0
151,127.25,7.1498,99.486,119.15,12.807,6.0,11.0,1.0,5.0
152,4.8548,9.6132,161.56,67.568,15.256,6.0,11.0,1.0,6.0
153,,,,,17.841,6.0,11.0,1.0,7.0
154,4.9696,6.898,100.12,212.16,20.155,6.0,11.0,1.0,8.0
155,800.44,0.31261,4.6058,42.227,22.635,6.0,11.0,1.0,9.0
156,929.27,6.9e-11,1.08e-09,165.35,25.084,6.0,11.0,1.0,10.0
157,977.05,3.1e-14,4.69e-13,135.92,27.518,6.0,11.0,1.0,11.0
158,85.376,2.6253,38.98,154.34,29.936,6.0,11.0,1.0,12.0
159,134.51,8.4223,129.53,110.87,32.37,6.0,11.0,1.0,13.0
160,118.54,10.207,158.34,87.732,34.819,6.0,11.0,1.0,14.0
161,386.18,12.219,189.86,97.809,37.861,6.0,11.0,1.0,15.0
162,257.19,24.72,332.46,170.73,40.326,6.0,11.0,1.0,16.0
163,247.55,21.266,269.44,91.976,43.531,6.0,11.0,1.0,17.0
164,324.98,11.912,149.69,178.17,45.177,6.0,11.0,1.0,18.0
165,211.43,18.06,273.53,122.76,47.627,6.0,11.0,1.0,19.0
166,1000.0,5.6193,85.107,27.687,50.06,6.0,11.0,1.0,20.0
167,5.3915,30.491,425.71,242.85,52.494,6.0,11.0,1.0,21.0
168,,,,,0.0,6.0,12.0,2.0,0.0
169,229.36,1.5383,30.162,,2.449,6.0,12.0,2.0,1.0
170,219.36,8.3556,170.6,43.614,4.914,6.0,12.0,2.0,2.0
171,158.85,13.109,192.99,126.99,7.924,6.0,12.0,2.0,3.0
172,232.48,8.7543,142.53,101.72,10.389,6.0,12.0,2.0,4.0
173,278.33,4.9087,87.935,120.4,12.87,6.0,12.0,2.0,5.0
174,412.26,7.9889,93.524,260.7,15.303,6.0,12.0,2.0,6.0
175,,,,,,6.0,12.0,2.0,7.0
176,,,,,0.0,6.0,13.0,3.0,0.0
177,213.04,6.4587,154.66,,6.099,6.0,13.0,3.0,1.0
178,308.67,8.8221,179.13,132.94,8.595,6.0,13.0,3.0,2.0
179,983.0,13.819,270.75,38.119,11.06,6.0,13.0,3.0,3.0
180,326.02,13.793,270.24,43.344,13.494,6.0,13.0,3.0,4.0
181,187.1,21.967,408.88,139.65,15.943,6.0,13.0,3.0,5.0
182,100.99,12.775,190.51,205.15,18.376,6.0,13.0,3.0,6.0
183,126.93,11.486,187.7,122.08,20.857,6.0,13.0,3.0,7.0
184,234.57,15.559,244.41,120.21,23.306,6.0,13.0,3.0,8.0
185,502.55,15.392,209.57,52.9,25.755,6.0,13.0,3.0,9.0
186,,,,,0.0,7.0,14.0,1.0,0.0
187,230.6,9.8927,157.54,,2.464,7.0,14.0,1.0,1.0
188,136.12,25.297,337.22,130.01,4.929,7.0,14.0,1.0,2.0
189,5.2983,35.173,441.62,128.04,7.363,7.0,14.0,1.0,3.0
190,34.907,30.546,354.22,160.4,9.828,7.0,14.0,1.0,4.0
191,217.74,13.106,143.16,83.845,12.308,7.0,14.0,1.0,5.0
192,49.856,31.543,340.56,137.19,14.773,7.0,14.0,1.0,6.0
193,121.03,28.952,304.7,141.42,17.222,7.0,14.0,1.0,7.0
